行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
7632,US-202022-2136895,2023/6/8,2023/6/15,标准级,袁丽-16555,袁丽娜,公司,枝江,湖北,中国,中南,技术-电话-10004909,技术,电话,办公室电话机,364.728,2,0.4,-145.992
7633,US-202022-2136895,2023/6/8,2023/6/15,标准级,袁丽-16555,袁丽娜,公司,枝江,湖北,中国,中南,家具-用具-10001122,家具,用具,分层置放架,141.12,2,0.4,-82.32
7634,CN-202023-4647823,2024/1/27,2024/2/1,标准级,贺舟-11425,贺舟,消费者,佳木斯,黑龙江,中国,东北,办公用-器具-10000575,办公用品,器具,搅拌机,1250.48,4,0,149.52
7635,CN-202023-4647823,2024/1/27,2024/2/1,标准级,贺舟-11425,贺舟,消费者,佳木斯,黑龙江,中国,东北,家具-桌子-10000395,家具,桌子,木桌,1814.4,1,0.25,459.62
7636,CN-202023-4078386,2024/12/12,2024/12/18,标准级,付荣-19690,付荣,消费者,厦门,福建,中国,华东,办公用-收纳-10004593,办公用品,收纳具,文件车,5394.06,9,0,1779.12
7637,CN-202023-4309040,2024/8/24,2024/8/29,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,技术-电话-10003000,技术,电话,信号增强器,2165.52,3,0,21.42
7638,CN-202023-4309040,2024/8/24,2024/8/29,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,家具-椅子-10000676,家具,椅子,椅垫,523.404,2,0.1,209.244
7639,CN-202021-3562924,2022/12/10,2022/12/14,标准级,常黎-16315,常黎明,消费者,无城,安徽,中国,华东,办公用-收纳-10000186,办公用品,收纳具,搁板,904.4,4,0,397.6
7640,CN-202021-5252007,2022/6/8,2022/6/11,一级,钟立-16720,钟立,消费者,吉林市,吉林,中国,东北,办公用-信封-10002940,办公用品,信封,马尼拉纸信封,127.82,1,0,29.26
7641,CN-202021-3042636,2022/6/29,2022/7/5,标准级,谢君-15190,谢君,消费者,新乡,河南,中国,中南,技术-复印-10000950,技术,复印机,传真机,7462.7,5,0,2984.8
7642,CN-202021-3042636,2022/6/29,2022/7/5,标准级,谢君-15190,谢君,消费者,新乡,河南,中国,中南,技术-复印-10004759,技术,复印机,复印机,4462.08,4,0,267.68
7643,CN-202023-5837615,2024/2/6,2024/2/12,标准级,薛健-14560,薛健,公司,宣化,河北,中国,华北,家具-椅子-10003097,家具,椅子,折叠椅,1174.74,3,0,434.28
7644,CN-202020-2295401,2021/8/24,2021/8/24,当日,任梅-18115,任梅,小型企业,天津,天津,中国,华北,办公用-收纳-10000103,办公用品,收纳具,文件夹,433.44,4,0,90.72
7645,CN-202020-2295401,2021/8/24,2021/8/24,当日,任梅-18115,任梅,小型企业,天津,天津,中国,华北,办公用-收纳-10003906,办公用品,收纳具,文件车,2563.12,4,0,50.96
7646,CN-202023-4433229,2024/10/16,2024/10/18,一级,熊宣-20875,熊宣,消费者,青岛,山东,中国,华东,办公用-用品-10004001,办公用品,用品,大剪刀,889.28,4,0,79.52
7647,US-202021-2501800,2022/12/11,2022/12/13,二级,付立-16750,付立,消费者,广州,广东,中国,中南,办公用-美术-10004144,办公用品,美术,速写本,532.896,3,0.2,-93.324
7648,US-202021-2501800,2022/12/11,2022/12/13,二级,付立-16750,付立,消费者,广州,广东,中国,中南,办公用-美术-10001683,办公用品,美术,画布,200.256,1,0.2,-17.584
7649,CN-202021-4195666,2022/10/22,2022/10/24,二级,田立-16870,田立,消费者,枣阳,湖北,中国,中南,家具-椅子-10002209,家具,椅子,扶手椅,2630.208,2,0.4,-1139.992
7650,CN-202023-1752478,2024/5/13,2024/5/17,标准级,殷珑-17905,殷珑,公司,武汉,湖北,中国,中南,办公用-标签-10001294,办公用品,标签,合法证物标签,262.5,5,0,75.6
7651,CN-202023-1752478,2024/5/13,2024/5/17,标准级,殷珑-17905,殷珑,公司,武汉,湖北,中国,中南,家具-椅子-10002246,家具,椅子,沙滩椅,404.964,3,0.4,-20.496
7652,CN-202023-1752478,2024/5/13,2024/5/17,标准级,殷珑-17905,殷珑,公司,武汉,湖北,中国,中南,家具-椅子-10002161,家具,椅子,摇椅,1254.456,3,0.4,-83.664
7653,CN-202020-5907567,2021/10/5,2021/10/7,二级,肖良-17125,肖良,消费者,郑州,河南,中国,中南,办公用-器具-10003361,办公用品,器具,微波炉,2593.64,2,0,362.88
7654,CN-202022-1608087,2023/5/24,2023/5/29,标准级,熊光-13390,熊光,小型企业,杭州,浙江,中国,华东,办公用-标签-10000078,办公用品,标签,可去除的标签,135.66,3,0,56.7
7655,CN-202022-1608087,2023/5/24,2023/5/29,标准级,熊光-13390,熊光,小型企业,杭州,浙江,中国,华东,技术-设备-10004381,技术,设备,电话,712.656,3,0.4,-475.104
7656,CN-202022-1608087,2023/5/24,2023/5/29,标准级,熊光-13390,熊光,小型企业,杭州,浙江,中国,华东,办公用-装订-10000749,办公用品,装订机,打孔机,418.74,5,0.4,-42.56
7657,CN-202022-2418676,2023/2/12,2023/2/16,二级,施强-19390,施强,消费者,襄城,河南,中国,中南,家具-用具-10001122,家具,用具,分层置放架,235.2,2,0,11.76
7658,CN-202022-1594949,2023/11/21,2023/11/25,标准级,孟斯-20980,孟斯云,公司,上海,上海,中国,华东,办公用-信封-10000372,办公用品,信封,邮寄品,369.32,2,0,10.92
7659,CN-202022-1594949,2023/11/21,2023/11/25,标准级,孟斯-20980,孟斯云,公司,上海,上海,中国,华东,家具-书架-10003132,家具,书架,古典书架,9615.9,5,0,1153.6
7660,US-202021-5834341,2022/9/28,2022/10/3,标准级,许莞-13270,许莞颖,小型企业,庄河,辽宁,中国,东北,办公用-用品-10003907,办公用品,用品,开信刀,266.112,4,0.4,30.912
7661,CN-202023-2547654,2024/1/12,2024/1/19,标准级,邱荷-13690,邱荷,消费者,鹤岗,黑龙江,中国,东北,家具-用具-10003485,家具,用具,闹钟,479.64,2,0,4.76
7662,CN-202020-2831197,2021/12/9,2021/12/13,标准级,彭琼-19645,彭琼,公司,开封,河南,中国,中南,办公用-器具-10001067,办公用品,器具,搅拌机,619.92,2,0,204.4
7663,CN-202022-3211633,2023/9/2,2023/9/8,标准级,潘丽-16240,潘丽美,公司,韶关,广东,中国,中南,办公用-收纳-10003906,办公用品,收纳具,文件车,2563.12,4,0,50.96
7664,CN-202022-3211633,2023/9/2,2023/9/8,标准级,潘丽-16240,潘丽美,公司,韶关,广东,中国,中南,办公用-装订-10001158,办公用品,装订机,装订机盖,103.32,2,0,6.16
7665,CN-202023-4282122,2024/10/31,2024/11/2,一级,葛毅-12505,葛毅,消费者,潍坊,山东,中国,华东,家具-用具-10004607,家具,用具,框架,1541.4,3,0,261.66
7666,US-202020-2130965,2021/7/14,2021/7/18,标准级,冯青-19570,冯青,消费者,徐州,江苏,中国,华东,办公用-器具-10001071,办公用品,器具,烤面包机,716.688,3,0.4,-310.632
7667,US-202020-2130965,2021/7/14,2021/7/18,标准级,冯青-19570,冯青,消费者,徐州,江苏,中国,华东,办公用-收纳-10001617,办公用品,收纳具,锁柜,5690.16,6,0,2845.08
7668,US-202020-2130965,2021/7/14,2021/7/18,标准级,冯青-19570,冯青,消费者,徐州,江苏,中国,华东,家具-椅子-10002919,家具,椅子,沙滩椅,359.016,2,0.4,-131.824
7669,US-202020-2130965,2021/7/14,2021/7/18,标准级,冯青-19570,冯青,消费者,徐州,江苏,中国,华东,办公用-系固-10003379,办公用品,系固件,夹子,187.488,4,0.4,-90.832
7670,US-202020-2130965,2021/7/14,2021/7/18,标准级,冯青-19570,冯青,消费者,徐州,江苏,中国,华东,办公用-信封-10000017,办公用品,信封,局间信封,683.76,3,0,88.62
7671,US-202020-2130965,2021/7/14,2021/7/18,标准级,冯青-19570,冯青,消费者,徐州,江苏,中国,华东,办公用-装订-10003846,办公用品,装订机,装订机,214.62,5,0.4,-54.18
7672,US-202020-2130965,2021/7/14,2021/7/18,标准级,冯青-19570,冯青,消费者,徐州,江苏,中国,华东,办公用-信封-10002009,办公用品,信封,邮寄品,697.2,4,0,278.88
7673,US-202020-2130965,2021/7/14,2021/7/18,标准级,冯青-19570,冯青,消费者,徐州,江苏,中国,华东,办公用-纸张-10003542,办公用品,纸张,信纸,245.28,1,0,56.28
7674,US-202020-2130965,2021/7/14,2021/7/18,标准级,冯青-19570,冯青,消费者,徐州,江苏,中国,华东,办公用-装订-10001505,办公用品,装订机,孔加固材料,47.88,3,0.4,6.3
7675,CN-202023-5598912,2024/1/29,2024/1/29,当日,袁丽-16285,袁丽美,小型企业,辛集,河北,中国,华北,办公用-器具-10002119,办公用品,器具,搅拌机,922.6,2,0,359.8
7676,CN-202023-5598912,2024/1/29,2024/1/29,当日,袁丽-16285,袁丽美,小型企业,辛集,河北,中国,华北,家具-椅子-10001807,家具,椅子,折叠椅,2462.88,6,0,368.76
7677,US-202020-4084381,2021/11/7,2021/11/11,标准级,谭君-15265,谭君,公司,忻州,湖北,中国,中南,办公用-用品-10001168,办公用品,用品,美工刀,317.52,3,0.4,-143.22
7678,CN-202020-4870971,2021/10/19,2021/10/24,标准级,巩达-11770,巩达侠,消费者,深圳,广东,中国,中南,办公用-标签-10004207,办公用品,标签,有色标签,288.96,6,0,2.52
7679,CN-202020-4870971,2021/10/19,2021/10/24,标准级,巩达-11770,巩达侠,消费者,深圳,广东,中国,中南,办公用-标签-10002381,办公用品,标签,运输标签,276.5,5,0,132.3
7680,CN-202020-4870971,2021/10/19,2021/10/24,标准级,巩达-11770,巩达侠,消费者,深圳,广东,中国,中南,技术-配件-10000459,技术,配件,路由器,8042.86,7,0,2894.92
7681,US-202023-2089373,2024/1/6,2024/1/7,一级,谢斯-20950,谢斯云,公司,湖州,浙江,中国,华东,家具-椅子-10001812,家具,椅子,折叠椅,562.128,2,0.4,-84.392
7682,CN-202021-4862116,2022/10/20,2022/10/24,二级,常盛-20305,常盛,消费者,天津,天津,中国,华北,技术-设备-10002438,技术,设备,打印机,2390.92,2,0,717.08
7683,CN-202021-4862116,2022/10/20,2022/10/24,二级,常盛-20305,常盛,消费者,天津,天津,中国,华北,办公用-用品-10000180,办公用品,用品,大剪刀,433.16,2,0,47.6
7684,US-202021-5339863,2022/5/4,2022/5/8,标准级,潘涛-21205,潘涛,公司,抚顺,辽宁,中国,东北,技术-配件-10000680,技术,配件,记忆卡,322.056,1,0.4,-75.264
7685,CN-202022-1398198,2023/11/28,2023/11/30,二级,邵娜-18565,邵娜,小型企业,文登,山东,中国,华东,办公用-标签-10001292,办公用品,标签,文件夹标签,124.32,3,0,13.44
7686,CN-202022-1398198,2023/11/28,2023/11/30,二级,邵娜-18565,邵娜,小型企业,文登,山东,中国,华东,技术-设备-10000554,技术,设备,卡片打印机,4678.8,6,0,2292.36
7687,CN-202022-1398198,2023/11/28,2023/11/30,二级,邵娜-18565,邵娜,小型企业,文登,山东,中国,华东,办公用-纸张-10002317,办公用品,纸张,备忘录便条,157.64,2,0,43.96
7688,CN-202022-1398198,2023/11/28,2023/11/30,二级,邵娜-18565,邵娜,小型企业,文登,山东,中国,华东,家具-用具-10000294,家具,用具,灯泡,354.48,4,0,77.84
7689,CN-202023-2210906,2024/6/23,2024/6/27,标准级,薛君-15205,薛君,消费者,成都,四川,中国,西南,办公用-用品-10004243,办公用品,用品,大剪刀,828.576,6,0.4,-0.504
7690,CN-202020-5693708,2021/12/12,2021/12/14,二级,康丽-15850,康丽,消费者,渭南,陕西,中国,西北,家具-书架-10003232,家具,书架,书库,11914.84,7,0,476.28
7691,CN-202020-3025510,2021/12/17,2021/12/21,标准级,罗嫒-10060,罗嫒,小型企业,深圳,广东,中国,中南,家具-用具-10004892,家具,用具,分层置放架,123.06,1,0,41.72
7692,CN-202020-3025510,2021/12/17,2021/12/21,标准级,罗嫒-10060,罗嫒,小型企业,深圳,广东,中国,中南,家具-书架-10002576,家具,书架,古典书架,6103.86,3,0,1525.86
7693,CN-202022-4225447,2023/8/21,2023/8/25,二级,冯巧-19450,冯巧,消费者,鸡西,黑龙江,中国,东北,办公用-装订-10000833,办公用品,装订机,装订机,310.8,4,0,89.6
7694,CN-202023-4480622,2024/10/29,2024/11/1,二级,万虹-13900,万虹,消费者,洛阳,福建,中国,华东,技术-电话-10004899,技术,电话,智能手机,588.7,1,0,94.08
7695,CN-202021-4750815,2022/12/28,2023/1/3,标准级,孙梦-18250,孙梦,公司,潍坊,山东,中国,华东,办公用-装订-10002921,办公用品,装订机,打孔机,512.4,4,0,107.52
7696,US-202021-2042105,2022/6/20,2022/6/23,二级,涂丽-15955,涂丽,消费者,武汉,湖北,中国,中南,办公用-装订-10002049,办公用品,装订机,装订机盖,73.416,2,0.4,-28.224
7697,CN-202021-2686699,2022/8/16,2022/8/23,标准级,程蔓-17935,程蔓楚,消费者,广州,广东,中国,中南,办公用-装订-10002538,办公用品,装订机,装订机,477.26,7,0,0
7698,CN-202023-3188485,2024/5/5,2024/5/7,二级,彭伟-21550,彭伟,小型企业,上海,上海,中国,华东,技术-电话-10000073,技术,电话,信号增强器,3406.2,5,0,646.8
7699,CN-202023-3188485,2024/5/5,2024/5/7,二级,彭伟-21550,彭伟,小型企业,上海,上海,中国,华东,办公用-美术-10001002,办公用品,美术,铅笔刀,243.6,2,0,60.76
7700,CN-202022-2162302,2023/10/24,2023/10/31,标准级,廖宣-20905,廖宣,消费者,梨树,吉林,中国,东北,办公用-标签-10001294,办公用品,标签,合法证物标签,315,6,0,90.72
7701,CN-202022-2162302,2023/10/24,2023/10/31,标准级,廖宣-20905,廖宣,消费者,梨树,吉林,中国,东北,技术-复印-10003535,技术,复印机,个人复印机,4041.24,6,0,1454.04
7702,CN-202022-2162302,2023/10/24,2023/10/31,标准级,廖宣-20905,廖宣,消费者,梨树,吉林,中国,东北,家具-椅子-10003795,家具,椅子,沙滩椅,2012.92,7,0,684.04
7703,CN-202022-2162302,2023/10/24,2023/10/31,标准级,廖宣-20905,廖宣,消费者,梨树,吉林,中国,东北,技术-设备-10000001,技术,设备,计算器,1519.98,7,0,14.7
7704,CN-202022-2162302,2023/10/24,2023/10/31,标准级,廖宣-20905,廖宣,消费者,梨树,吉林,中国,东北,家具-用具-10002855,家具,用具,分层置放架,354.06,3,0,134.4
7705,CN-202022-2162302,2023/10/24,2023/10/31,标准级,廖宣-20905,廖宣,消费者,梨树,吉林,中国,东北,办公用-收纳-10001253,办公用品,收纳具,锁柜,1838.48,2,0,147
7706,US-202022-5082514,2023/6/25,2023/6/26,一级,余毅-12535,余毅,公司,淮北,安徽,中国,华东,办公用-信封-10000284,办公用品,信封,搭扣信封,36.4,1,0,14.84
7707,US-202022-5082514,2023/6/25,2023/6/26,一级,余毅-12535,余毅,公司,淮北,安徽,中国,华东,家具-椅子-10001287,家具,椅子,摇椅,1196.44,2,0,143.36
7708,US-202022-5082514,2023/6/25,2023/6/26,一级,余毅-12535,余毅,公司,淮北,安徽,中国,华东,办公用-系固-10002857,办公用品,系固件,橡皮筋,232.26,3,0,76.44
7709,US-202022-5082514,2023/6/25,2023/6/26,一级,余毅-12535,余毅,公司,淮北,安徽,中国,华东,办公用-用品-10002091,办公用品,用品,美工刀,173.32,1,0,20.72
7710,US-202022-5082514,2023/6/25,2023/6/26,一级,余毅-12535,余毅,公司,淮北,安徽,中国,华东,技术-配件-10003981,技术,配件,记忆卡,1937.04,4,0,755.44
7711,US-202022-5082514,2023/6/25,2023/6/26,一级,余毅-12535,余毅,公司,淮北,安徽,中国,华东,办公用-收纳-10000932,办公用品,收纳具,文件夹,143.22,1,0,68.74
7712,US-202023-1850111,2024/7/27,2024/8/2,标准级,邓姝-20500,邓姝,消费者,溪美,福建,中国,华东,家具-桌子-10004719,家具,桌子,圆桌,5803.728,4,0.4,-0.112
7713,US-202023-1850111,2024/7/27,2024/8/2,标准级,邓姝-20500,邓姝,消费者,溪美,福建,中国,华东,家具-椅子-10002636,家具,椅子,椅垫,539.28,2,0,188.72
7714,CN-202022-5623341,2023/6/21,2023/6/27,标准级,钟虹-13795,钟虹,小型企业,韶关,广东,中国,中南,家具-椅子-10000519,家具,椅子,扶手椅,1927.8,1,0.1,364.14
7715,CN-202023-4163182,2024/5/15,2024/5/21,标准级,常丽-16180,常丽华,消费者,齐齐哈尔,黑龙江,中国,东北,办公用-标签-10003755,办公用品,标签,可去除的标签,184.24,4,0,77.28
7716,CN-202023-4163182,2024/5/15,2024/5/21,标准级,常丽-16180,常丽华,消费者,齐齐哈尔,黑龙江,中国,东北,办公用-标签-10003939,办公用品,标签,有色标签,356.16,6,0,35.28
7717,CN-202023-4163182,2024/5/15,2024/5/21,标准级,常丽-16180,常丽华,消费者,齐齐哈尔,黑龙江,中国,东北,家具-用具-10001796,家具,用具,灯泡,588,5,0,258.3
7718,CN-202023-4163182,2024/5/15,2024/5/21,标准级,常丽-16180,常丽华,消费者,齐齐哈尔,黑龙江,中国,东北,家具-用具-10000958,家具,用具,门挡,588.84,3,0,70.56
7719,CN-202023-4163182,2024/5/15,2024/5/21,标准级,常丽-16180,常丽华,消费者,齐齐哈尔,黑龙江,中国,东北,办公用-标签-10004202,办公用品,标签,可去除的标签,114.24,3,0,52.5
7720,CN-202023-4163182,2024/5/15,2024/5/21,标准级,常丽-16180,常丽华,消费者,齐齐哈尔,黑龙江,中国,东北,技术-电话-10001493,技术,电话,充电器,11876.48,4,0,3206.56
7721,CN-202023-4163182,2024/5/15,2024/5/21,标准级,常丽-16180,常丽华,消费者,齐齐哈尔,黑龙江,中国,东北,家具-用具-10003485,家具,用具,闹钟,1438.92,6,0,14.28
7722,CN-202023-4163182,2024/5/15,2024/5/21,标准级,常丽-16180,常丽华,消费者,齐齐哈尔,黑龙江,中国,东北,家具-用具-10004892,家具,用具,分层置放架,615.3,5,0,208.6
7723,CN-202021-4650370,2022/11/19,2022/11/23,标准级,邢盛-20335,邢盛,消费者,中枢,云南,中国,西南,办公用-装订-10002049,办公用品,装订机,装订机盖,183.54,3,0,31.08
7724,CN-202021-4650370,2022/11/19,2022/11/23,标准级,邢盛-20335,邢盛,消费者,中枢,云南,中国,西南,办公用-信封-10004257,办公用品,信封,局间信封,866.88,4,0,250.88
7725,CN-202022-3819209,2023/6/21,2023/6/25,标准级,韦达-11830,韦达侠,公司,襄樊,湖北,中国,中南,技术-电话-10003653,技术,电话,充电器,1789.2,1,0.4,149.1
7726,CN-202022-3819209,2023/6/21,2023/6/25,标准级,韦达-11830,韦达侠,公司,襄樊,湖北,中国,中南,家具-椅子-10002162,家具,椅子,摇椅,1118.124,3,0.4,18.564
7727,CN-202022-2547654,2023/5/1,2023/5/8,标准级,赵芳-12730,赵芳,消费者,张掖,甘肃,中国,西北,技术-配件-10000513,技术,配件,键区,485.1,3,0.4,-153.72
7728,CN-202022-2547654,2023/5/1,2023/5/8,标准级,赵芳-12730,赵芳,消费者,张掖,甘肃,中国,西北,办公用-系固-10002631,办公用品,系固件,橡皮筋,182.112,4,0.4,14.672
7729,CN-202022-2547654,2023/5/1,2023/5/8,标准级,赵芳-12730,赵芳,消费者,张掖,甘肃,中国,西北,办公用-用品-10000818,办公用品,用品,剪刀,184.212,3,0.4,-98.448
7730,CN-202021-3269021,2022/5/31,2022/6/6,标准级,贺舟-11425,贺舟,消费者,绵阳,四川,中国,西南,家具-椅子-10002778,家具,椅子,沙滩椅,646.128,4,0.4,-280.112
7731,CN-202021-3269021,2022/5/31,2022/6/6,标准级,贺舟-11425,贺舟,消费者,绵阳,四川,中国,西南,家具-书架-10004836,家具,书架,书架,1668.576,4,0.4,83.216
7732,CN-202021-3269021,2022/5/31,2022/6/6,标准级,贺舟-11425,贺舟,消费者,绵阳,四川,中国,西南,办公用-器具-10004796,办公用品,器具,咖啡研磨机,102.9,1,0.4,-10.36
7733,US-202020-3737485,2021/8/16,2021/8/20,标准级,马莲-17035,马莲,公司,公主岭,吉林,中国,东北,办公用-装订-10000622,办公用品,装订机,打孔机,537.6,4,0,48.16
7734,CN-202021-2324964,2022/12/10,2022/12/16,标准级,葛蔓-17980,葛蔓楚,公司,济南,山东,中国,华东,办公用-器具-10004554,办公用品,器具,炉灶,5300.4,2,0,1484
7735,CN-202022-3969050,2023/7/13,2023/7/17,标准级,邹丽-17680,邹丽雪,小型企业,蒙阴,山东,中国,华东,办公用-系固-10001943,办公用品,系固件,夹子,174.16,2,0,48.72
7736,CN-202022-3969050,2023/7/13,2023/7/17,标准级,邹丽-17680,邹丽雪,小型企业,蒙阴,山东,中国,华东,办公用-系固-10001361,办公用品,系固件,橡皮筋,233.52,3,0,27.72
7737,CN-202022-3969050,2023/7/13,2023/7/17,标准级,邹丽-17680,邹丽雪,小型企业,蒙阴,山东,中国,华东,家具-椅子-10000210,家具,椅子,扶手椅,4441.36,2,0,843.64
7738,CN-202021-3223872,2022/11/19,2022/11/24,标准级,孙梦-18250,孙梦,公司,宜昌,湖北,中国,中南,办公用-纸张-10002817,办公用品,纸张,笔记本,865.34,7,0,43.12
7739,CN-202021-3223872,2022/11/19,2022/11/24,标准级,孙梦-18250,孙梦,公司,宜昌,湖北,中国,中南,技术-设备-10002257,技术,设备,打印机,1499.904,2,0.4,-700.056
7740,CN-202023-3557528,2024/7/31,2024/8/2,一级,郝廉-17245,郝廉,消费者,玉林,广西,中国,中南,办公用-标签-10000039,办公用品,标签,可去除的标签,100.24,2,0,3.92
7741,CN-202023-3557528,2024/7/31,2024/8/2,一级,郝廉-17245,郝廉,消费者,玉林,广西,中国,中南,技术-配件-10004265,技术,配件,键盘,1952.3,5,0,585.2
7742,CN-202023-3064620,2024/8/28,2024/9/1,标准级,潘荷-13735,潘荷,小型企业,孝感,湖北,中国,中南,家具-椅子-10000676,家具,椅子,椅垫,523.404,3,0.4,52.164
7743,CN-202023-2121055,2024/8/4,2024/8/8,标准级,卢芳-12775,卢芳,消费者,龙泉,云南,中国,西南,办公用-系固-10002707,办公用品,系固件,按钉,475.3,7,0,147
7744,CN-202023-2121055,2024/8/4,2024/8/8,标准级,卢芳-12775,卢芳,消费者,龙泉,云南,中国,西南,办公用-收纳-10002846,办公用品,收纳具,搁板,1460.9,5,0,28.7
7745,CN-202023-2121055,2024/8/4,2024/8/8,标准级,卢芳-12775,卢芳,消费者,龙泉,云南,中国,西南,技术-配件-10000976,技术,配件,鼠标,359.52,2,0,154.56
7746,CN-202023-2121055,2024/8/4,2024/8/8,标准级,卢芳-12775,卢芳,消费者,龙泉,云南,中国,西南,办公用-器具-10000373,办公用品,器具,冰箱,4854.08,2,0,1019.2
7747,CN-202023-1290698,2024/3/24,2024/3/30,标准级,贺晨-11125,贺晨,小型企业,西安,陕西,中国,西北,办公用-器具-10002224,办公用品,器具,搅拌机,824.88,2,0,74.2
7748,CN-202023-1290698,2024/3/24,2024/3/30,标准级,贺晨-11125,贺晨,小型企业,西安,陕西,中国,西北,家具-用具-10001078,家具,用具,灯泡,784.98,9,0,78.12
7749,US-202021-4375818,2022/10/1,2022/10/3,一级,万兰-15730,万兰,消费者,开封,河南,中国,中南,家具-用具-10003276,家具,用具,分层置放架,222.6,2,0,106.68
7750,US-202023-3436186,2024/4/30,2024/5/3,一级,楚虢-13465,楚虢,消费者,沈阳,辽宁,中国,东北,办公用-装订-10004481,办公用品,装订机,孔加固材料,93.24,5,0.4,1.54
7751,CN-202022-3834707,2023/9/6,2023/9/10,标准级,冯丽-17350,冯丽丽,消费者,唐寨,安徽,中国,华东,办公用-收纳-10003626,办公用品,收纳具,文件车,1797.18,3,0,197.4
7752,CN-202023-2372663,2024/12/21,2024/12/25,标准级,曹冬-12445,曹冬露,消费者,重庆,重庆,中国,西南,家具-书架-10004015,家具,书架,墙角架,3471.72,6,0,867.72
7753,CN-202023-2372663,2024/12/21,2024/12/25,标准级,曹冬-12445,曹冬露,消费者,重庆,重庆,中国,西南,技术-复印-10000779,技术,复印机,个人复印机,2206.4,5,0.2,413.7
7754,CN-202023-2372663,2024/12/21,2024/12/25,标准级,曹冬-12445,曹冬露,消费者,重庆,重庆,中国,西南,办公用-装订-10001901,办公用品,装订机,孔加固材料,163.8,5,0,2.8
7755,CN-202023-2372663,2024/12/21,2024/12/25,标准级,曹冬-12445,曹冬露,消费者,重庆,重庆,中国,西南,家具-用具-10000539,家具,用具,门挡,410.2,2,0,139.44
7756,CN-202023-2372663,2024/12/21,2024/12/25,标准级,曹冬-12445,曹冬露,消费者,重庆,重庆,中国,西南,技术-复印-10004642,技术,复印机,传真机,5518.8,5,0.2,-620.9
7757,CN-202023-2372663,2024/12/21,2024/12/25,标准级,曹冬-12445,曹冬露,消费者,重庆,重庆,中国,西南,办公用-信封-10001526,办公用品,信封,外皮和封条,376.88,4,0,18.48
7758,CN-202023-2372663,2024/12/21,2024/12/25,标准级,曹冬-12445,曹冬露,消费者,重庆,重庆,中国,西南,办公用-美术-10001035,办公用品,美术,荧光笔,281.82,3,0,67.62
7759,CN-202023-2372663,2024/12/21,2024/12/25,标准级,曹冬-12445,曹冬露,消费者,重庆,重庆,中国,西南,办公用-系固-10001342,办公用品,系固件,按钉,587.16,9,0,269.64
7760,CN-202021-3766882,2022/8/13,2022/8/15,二级,徐婵-10870,徐婵娟,消费者,原平,山西,中国,华北,办公用-标签-10004408,办公用品,标签,文件夹标签,40.6,1,0,4.76
7761,CN-202021-1887568,2022/10/2,2022/10/6,标准级,邵鹏-19075,邵鹏,消费者,嫩江,黑龙江,中国,东北,办公用-标签-10002790,办公用品,标签,文件夹标签,201.6,5,0,1.4
7762,CN-202021-1887568,2022/10/2,2022/10/6,标准级,邵鹏-19075,邵鹏,消费者,嫩江,黑龙江,中国,东北,办公用-装订-10001158,办公用品,装订机,装订机盖,51.66,1,0,3.08
7763,US-202023-1363241,2024/5/16,2024/5/20,二级,范彩-10615,范彩,公司,锡林浩特,内蒙古,中国,华北,办公用-系固-10002825,办公用品,系固件,订书钉,273.672,9,0.4,-77.868
7764,US-202023-1363241,2024/5/16,2024/5/20,二级,范彩-10615,范彩,公司,锡林浩特,内蒙古,中国,华北,技术-设备-10000554,技术,设备,卡片打印机,1871.52,4,0.4,280.56
7765,CN-202020-4114478,2021/4/29,2021/5/5,标准级,薛关-15580,薛关茵,消费者,哈尔滨,黑龙江,中国,东北,办公用-美术-10004617,办公用品,美术,钢笔,520.128,9,0.2,57.708
7766,CN-202023-3566090,2024/11/2,2024/11/9,标准级,陶恒-13645,陶恒,消费者,安丘,山东,中国,华东,家具-用具-10000751,家具,用具,门挡,382.48,2,0,171.92
7767,CN-202022-2418676,2023/9/4,2023/9/8,标准级,吕欢-14155,吕欢悦,消费者,昌图,辽宁,中国,东北,技术-配件-10004986,技术,配件,路由器,1436.736,2,0.4,-71.904
7768,CN-202022-2418676,2023/9/4,2023/9/8,标准级,吕欢-14155,吕欢悦,消费者,昌图,辽宁,中国,东北,家具-用具-10000239,家具,用具,分层置放架,124.656,2,0.4,-45.864
7769,CN-202022-2418676,2023/9/4,2023/9/8,标准级,吕欢-14155,吕欢悦,消费者,昌图,辽宁,中国,东北,办公用-用品-10003240,办公用品,用品,尺子,37.968,1,0.4,-14.672
7770,CN-202022-1734605,2023/9/19,2023/9/21,二级,贾君-15160,贾君,消费者,姜堰,江苏,中国,华东,办公用-纸张-10001036,办公用品,纸张,备忘录便条,318.5,5,0,50.4
7771,CN-202020-2508741,2021/8/24,2021/8/28,标准级,沈虢-13570,沈虢,消费者,惠州,广东,中国,中南,办公用-装订-10000850,办公用品,装订机,装订机盖,107.8,2,0,19.32
7772,CN-202022-3269021,2023/4/2,2023/4/8,标准级,巩珑-17845,巩珑,消费者,嘉兴,浙江,中国,华东,办公用-收纳-10003152,办公用品,收纳具,盒,45.92,1,0,10.08
